iter	Logloss
217	0.2514958528
218	0.2511921133
219	0.250843265
220	0.2506113644
221	0.2504541588
222	0.2503158138
223	0.2502114745
224	0.2500131839
225	0.2497695159
226	0.2496505748
227	0.249492004
228	0.2493323576
229	0.2492245853
230	0.2488660476
231	0.248620376
232	0.2484541368
233	0.2481394272
234	0.247984524
235	0.2478120845
236	0.2475938626
237	0.2473947549
238	0.2472147334
239	0.2470226837
240	0.2468345969
241	0.2466605993
242	0.2465617406
243	0.2463702094
244	0.2460909501
245	0.2458314629
246	0.2456358188
247	0.2454594445
248	0.2453236083
249	0.2450831349
250	0.244905422
251	0.2446585164
252	0.2444307112
253	0.244214362
254	0.2437866926
255	0.2435217501
256	0.2433025331
257	0.2430295757
258	0.2429143398
259	0.242756202
260	0.2425479804
261	0.2424421129
262	0.2422173499
263	0.2420494968
264	0.2419101192
265	0.241666319
266	0.2414151514
267	0.2412314723
268	0.2409349107
269	0.240654558
270	0.240470143
271	0.2403206002
272	0.2402060163
273	0.2400216142
274	0.2398133096
275	0.2395350238
276	0.2393111331
277	0.2391020655
278	0.2388955244
279	0.2386681746
280	0.2384874037
281	0.2383507138
282	0.2380737568
283	0.237880116
284	0.2376646911
285	0.2374122472
286	0.2371985145
287	0.2369756297
288	0.2368446338
289	0.2366762116
290	0.2365171087
291	0.23634551
292	0.2361743198
293	0.2361001409
294	0.235808586
295	0.2357026425
296	0.2354707008
297	0.2352633431
298	0.2351519476
299	0.2348892641
300	0.2346616755
301	0.2344230006
302	0.234233309
303	0.2341065061
304	0.2339921416
305	0.2338379166
306	0.2334715346
307	0.2333644897
308	0.2331566285
309	0.2329903516
310	0.2327347825
311	0.2326094436
312	0.2322670429
313	0.2320540895
314	0.2319472362
315	0.2317629271
316	0.2316066095
317	0.2313831434
318	0.231174133
319	0.2310673275
320	0.2307643363
321	0.2306530225
322	0.2304746259
323	0.2302892644
324	0.2301906201
325	0.2300821759
326	0.2298801418
327	0.2296363617
328	0.2294924728
329	0.2292163427
330	0.2290813309
331	0.2288600315
332	0.2284969069
333	0.2283352678
334	0.2280344162
335	0.2277812885
336	0.2276117785
337	0.2274767324
338	0.2271923707
339	0.226912185
340	0.2264698134
341	0.2261434438
342	0.2259299114
343	0.2257075502
344	0.2253464596
345	0.2250450703
346	0.2247984466
347	0.2246100767
348	0.2244860813
349	0.2242696834
350	0.224107006
351	0.2238459412
352	0.2237059801
353	0.2235766452
354	0.2233864349
355	0.2232675892
356	0.2231673792
357	0.2230563327
358	0.2228528008
359	0.222633745
360	0.222473112
361	0.2223075228
362	0.2222196542
363	0.2219998607
364	0.2217159168
365	0.2213657702
366	0.2212123373
367	0.2210548558
368	0.2209023844
369	0.2207364536
370	0.2205793935
371	0.2203371399
372	0.2202129262
373	0.2199192525
374	0.2196886815
375	0.2194668305
376	0.2193282754
377	0.2191294427
378	0.218986426
379	0.2188048537
380	0.2186782517
381	0.2185739912
382	0.2183754195
383	0.218172976
384	0.2179270775
385	0.2178149148
386	0.2176534896
387	0.2175133451
388	0.2173816361
389	0.2170854481
390	0.2169584065
391	0.2168452823
392	0.2166170752
393	0.2163340251
394	0.2162302528
395	0.216105835
396	0.2159364107
397	0.2157870077
398	0.2156583749
399	0.2155355419
400	0.2153720461
401	0.2151911982
402	0.2150156663
403	0.2148018858
404	0.2146535124
405	0.2144348454
406	0.2142302519
407	0.2140707411
408	0.2139395832
409	0.2137485093
410	0.2136254628
411	0.2133782284
412	0.2132039589
413	0.2130401326
414	0.2129244293
415	0.212761037
416	0.2126488349
417	0.2125255934
418	0.212394424
419	0.2123030395
420	0.2121020729
421	0.2118276291
422	0.211691895
423	0.2115643604
424	0.2110787372
425	0.2108597232
426	0.2106618665
427	0.2103952972
428	0.210226301
429	0.2100203503
430	0.2099067125
431	0.209781759
432	0.2096434603
433	0.2095746406
434	0.2094924996
435	0.2093686091
436	0.2092849997
437	0.209146035
438	0.2089786349
439	0.2087765421
440	0.2086427599
441	0.2084317239
442	0.2082363594
443	0.2081230328
444	0.2079796619
445	0.2078517224
446	0.2077301804
447	0.2075987473
448	0.2074569558
449	0.2073241633
450	0.2072292174
451	0.2071098963
452	0.2069955854
453	0.2068967637
454	0.2067632107
455	0.2066408745
456	0.2065388188
457	0.2064564718
458	0.2063299099
459	0.2061274094
460	0.2060113787
461	0.2058992004
462	0.205614684
463	0.205366037
464	0.2052541682
465	0.205150773
466	0.2050691469
467	0.2049713999
468	0.2048664021
469	0.2047150214
470	0.2044791046
471	0.2043540684
472	0.2042293333
473	0.2041202987
474	0.2039304102
475	0.2038348433
476	0.2036494334
477	0.2034439186
478	0.203172616
479	0.203055852
480	0.2029343928
481	0.2028203888
482	0.2026840085
483	0.2024706506
484	0.202340451
485	0.2021787709
486	0.2020653455
487	0.2018843943
488	0.2017770852
489	0.2015855702
490	0.2014078657
491	0.2012725048
492	0.2011641449
493	0.2009894539
494	0.2008837398
495	0.2004915333
496	0.2003942493
497	0.200255557
498	0.2001566564
499	0.2000742191
500	0.2000051391
501	0.1998692956
502	0.1997420649
503	0.1995850475
504	0.1994786997
505	0.199246577
506	0.1991635401
507	0.1990581951
508	0.198952146
509	0.1988313292
510	0.1987106769
511	0.1985500772
512	0.1983683185
513	0.1982198194
514	0.1980634672
515	0.1978712594
516	0.19778645
517	0.1976500369
518	0.1975395388
519	0.1974228572
520	0.1973252039
521	0.1972265463
522	0.197134006
523	0.1970272178
524	0.1968882623
525	0.1967295891
526	0.1965962519
527	0.1964742596
528	0.1963385208
529	0.196190421
530	0.1960650654
531	0.1959544309
532	0.1958705387
533	0.1957325762
534	0.1955940972
535	0.1955049861
536	0.1953675008
537	0.1952431979
538	0.1951417065
539	0.1948560939
540	0.1947400514
541	0.1946414586
542	0.1945270762
543	0.1943962039
544	0.194291414
545	0.1941613068
546	0.1939830644
547	0.1938223429
548	0.1936708515
549	0.1935166653
550	0.1934324776
551	0.1932855233
552	0.1932247629
553	0.1931208525
554	0.1930018908
555	0.1928793583
556	0.1927510423
557	0.1926958096
558	0.1926184188
559	0.192535136
560	0.1923512616
561	0.1922084732
562	0.1920470593
563	0.1919076902
564	0.1917532953
565	0.1915701403
566	0.1914153878
567	0.1913114277
568	0.1912164599
569	0.1911380544
570	0.1909657912
571	0.1908777587
572	0.1907240507
573	0.1904543874
574	0.1903255945
575	0.1901519614
576	0.1900727835
577	0.1899379925
578	0.1898343717
579	0.1897484676
580	0.189663452
581	0.1895807404
582	0.189461054
583	0.1893445414
584	0.1892651172
585	0.1891395718
586	0.1890703051
587	0.1889508415
588	0.1888204143
589	0.1886721934
590	0.1886233055
591	0.1884556935
592	0.1883360934
593	0.1881922147
594	0.1881057227
595	0.1879706181
596	0.1876393492
597	0.1875401376
598	0.1874262594
599	0.1873340356
600	0.1872492118
601	0.1871513586
602	0.1870338399
603	0.1869381686
604	0.1868009475
605	0.1866912585
606	0.1865956895
607	0.1864632284
608	0.1863125522
609	0.1861795889
610	0.1860678508
611	0.1859829584
612	0.1858721601
613	0.185780818
614	0.1856778016
615	0.1854914662
616	0.1853646904
617	0.1852652021
618	0.1851449944
619	0.1850588406
620	0.1849659136
621	0.1847862713
622	0.18470725
623	0.1845578225
624	0.1844242948
625	0.1843343242
626	0.1842583178
627	0.1841608685
628	0.1840073716
629	0.1838621264
630	0.1837759189
631	0.1837213197
632	0.1836278854
633	0.1835266461
634	0.1834322999
635	0.1833620302
636	0.1832581862
637	0.1831850789
638	0.1830837549
639	0.1828948946
640	0.1828083717
641	0.1827011581
642	0.182610303
643	0.1825519194
644	0.1824425298
645	0.1823585904
646	0.1822604509
647	0.1821597502
648	0.1820439993
649	0.1819568069
650	0.1818391048
651	0.181766014
652	0.1816917629
653	0.1815713838
654	0.181425306
655	0.1813558357
656	0.1812839755
657	0.1811570609
658	0.181078939
659	0.1810086513
660	0.180920086
661	0.180791255
662	0.180686106
663	0.1806108467
664	0.1804989985
665	0.1802482171
666	0.1801611094
667	0.1800340983
668	0.1799092701
669	0.1798455917
670	0.1797236185
671	0.1796039651
672	0.1794556747
673	0.179346257
674	0.1792593958
675	0.1790814724
676	0.179007906
677	0.1789234355
678	0.178845263
679	0.1787815149
680	0.1787091764
681	0.1786025986
682	0.1785161927
683	0.1783558415
684	0.1782375189
685	0.1781442716
686	0.1780525846
687	0.1779830706
688	0.1778661132
689	0.1777588902
690	0.1776549463
691	0.1775849822
692	0.177427274
693	0.1773508412
694	0.1772849805
695	0.1771879993
696	0.1771163743
697	0.1770501625
698	0.1769863792
699	0.1768574783
700	0.1767567917
701	0.1766502405
702	0.1765696439
703	0.1764459423
704	0.1763386838
705	0.1762589628
706	0.1761296817
707	0.1760519069
708	0.175979274
709	0.1757790947
710	0.1757166071
711	0.1755511416
712	0.1754727095
713	0.1753210888
714	0.175242698
715	0.1751407606
716	0.1750691293
717	0.1749973262
718	0.1749070633
719	0.1748324533
720	0.1747073427
721	0.1745930606
722	0.174515748
723	0.174463957
724	0.1743285262
725	0.1742223121
726	0.1741666676
727	0.1740723588
728	0.1739634526
729	0.1738595241
730	0.1737594623
731	0.1736969774
732	0.1736152151
733	0.1735082337
734	0.1734464369
735	0.1733401219
736	0.1732343969
737	0.1731107829
738	0.1730054664
739	0.1729410703
740	0.1728740635
741	0.1727890586
742	0.1727226171
743	0.1726339533
744	0.1725769114
745	0.1725032383
746	0.1724151684
747	0.1723114481
748	0.1722594075
749	0.1721858662
750	0.1721180897
751	0.1720508058
752	0.1719606175
753	0.1718961743
754	0.1717759718
755	0.1716934519
756	0.1716220604
757	0.1715508927
758	0.1714226412
759	0.1712975019
760	0.1712222776
761	0.1711458312
762	0.1710342402
763	0.1709705104
764	0.1708620612
765	0.1707401235
766	0.1706775261
767	0.170617055
768	0.1705331734
769	0.1704043761
770	0.1703093164
771	0.1702202803
772	0.1701607842
773	0.1700730915
774	0.170002469
775	0.1699322074
776	0.16985147
777	0.1697516532
778	0.1696726739
779	0.1695347999
780	0.1694243738
781	0.1693463912
782	0.1692777799
783	0.1692368805
784	0.1691778387
785	0.169111776
786	0.1690233581
787	0.1689477138
788	0.1688452092
789	0.1687836431
790	0.168717738
791	0.168613748
792	0.1685368138
793	0.1684445199
794	0.1683619812
795	0.1682738516
796	0.1681771946
797	0.1680746779
798	0.167998039
799	0.167907364
800	0.1678303467
801	0.1677402083
802	0.1676729964
803	0.1676082626
804	0.1675240663
805	0.167448201
806	0.1673614969
807	0.1673125849
808	0.1671778215
809	0.1671058196
810	0.1669886183
811	0.1668895871
812	0.1668177087
813	0.1667576512
814	0.1666669885
815	0.1666017154
816	0.1665484056
817	0.1664797188
818	0.1662683706
819	0.1662318027
820	0.1661048345
821	0.1660102251
822	0.1659320226
823	0.1658606951
824	0.1657684139
825	0.1657283498
826	0.1656603721
827	0.1655862792
828	0.1655191396
829	0.1654545545
830	0.1653556773
831	0.1652986884
832	0.1652052272
833	0.1651369221
834	0.1650571773
835	0.164958501
836	0.1648967319
837	0.1648039395
838	0.1646759846
839	0.1645891378
840	0.1645101056
841	0.1644302959
842	0.1643590897
843	0.1642695729
844	0.1641497377
845	0.1640563277
846	0.1639968636
847	0.1639272167
848	0.1638093432
849	0.1637027861
850	0.1636193944
851	0.1635299826
852	0.1634700902
853	0.1633190645
854	0.1632348179
855	0.1631798463
856	0.1631235068
857	0.1630509411
858	0.1629975801
859	0.1629318469
860	0.1627868
861	0.1627214435
862	0.1626579863
863	0.1625741515
864	0.1623627282
865	0.1622818102
866	0.1622027288
867	0.1620741076
868	0.1619676406
869	0.161852684
870	0.1617785801
871	0.16169881
872	0.1616262198
873	0.161485661
874	0.1614081123
875	0.1613164156
876	0.1612199485
877	0.1611372709
878	0.1610426451
879	0.1609823201
880	0.1608858844
881	0.1608413495
882	0.160742909
883	0.1606857962
884	0.1605818846
885	0.1605050984
886	0.1604293316
887	0.1603425612
888	0.1602608353
889	0.1601995648
890	0.1601302208
891	0.160071544
892	0.1600110995
893	0.1599327585
894	0.1598587358
895	0.159807712
896	0.1596623333
897	0.1596196785
898	0.1595699718
899	0.1595250936
900	0.1594608001
901	0.1593324952
902	0.1592557431
903	0.1591511895
904	0.1590979294
905	0.1589972883
906	0.1589068977
907	0.1588240279
908	0.1587481251
909	0.1586708549
910	0.1586080214
911	0.1585426969
912	0.1584315835
913	0.158364678
914	0.1582657804
915	0.1581999262
916	0.1580146363
917	0.1579268935
918	0.1578531147
919	0.157791883
920	0.1577025406
921	0.157624067
922	0.1575116719
923	0.157391491
924	0.1572909554
925	0.1571579253
926	0.1571088964
927	0.1570545417
928	0.1569918795
929	0.1569212152
930	0.1568162812
931	0.1567280794
932	0.1566899534
933	0.1566229917
934	0.1565756192
935	0.1565140004
936	0.1564359356
937	0.1563759015
938	0.1563126923
939	0.1562283724
940	0.1561487898
941	0.1560873512
942	0.1559994336
943	0.155941296
944	0.1558739499
945	0.1558152374
946	0.1557319782
947	0.155639303
948	0.1555878885
949	0.1555425894
950	0.1554709588
951	0.1554077371
952	0.1553545029
953	0.1552921128
954	0.1551851266
955	0.1551082444
956	0.1549987309
957	0.1549147866
958	0.1548571512
959	0.1547996197
960	0.1547469117
961	0.1546895542
962	0.154574446
963	0.1545155801
964	0.1544520813
965	0.1543809213
966	0.1543119738
967	0.1542219146
968	0.1541729247
969	0.1540937126
970	0.153988367
971	0.1539425518
972	0.1538627919
973	0.1537736956
974	0.1537419482
975	0.1536936218
976	0.1536194678
977	0.1535877714
978	0.1535150133
979	0.1534591088
980	0.1533875675
981	0.1533360194
982	0.1532747153
983	0.1531942646
984	0.153102761
985	0.1529947715
986	0.1529264305
987	0.1528605394
988	0.1527954755
989	0.1527446555
990	0.1526537329
991	0.1525725819
992	0.1525031976
993	0.1524523133
994	0.1523809054
995	0.1522593548
996	0.1520892204
997	0.1520084396
998	0.1519258595
999	0.1518159185
